t,raw,low,mid,high
0.0,0.13637022900947662,0.13637022900947662,0.0,0.0
0.13348164627363737,0.18918198462760882,0.1627761068185427,0.0,0.026405877809066114
0.26696329254727474,0.18923229838202932,0.17159483733970493,0.0,0.017637461042324387
0.40044493882091214,0.18589448441058676,0.1751697491074254,0.0,0.01072473530316137
0.5339265850945495,0.244695626149864,0.1890749245159131,0.0,0.055620701633950914
0.6674082313681868,0.24389940791700293,0.19821233841609476,0.0,0.04568706950090817
0.8008898776418243,0.3369980395541695,0.21803886715010543,0.0,0.11895917240406409
0.9343715239154616,0.4421699787242414,0.24605525609687243,0.015669289583913698,0.18044543304345528
1.067853170189099,0.358793760710191,0.25858175660946336,0.027373042797405933,0.07283896130332168
1.2013348164627364,0.3757129121272034,0.2702948721612374,0.04230001492351387,0.06311802504245217
1.3348164627363737,0.4648596749667141,0.2879825815071898,0.06446447565700825,0.11241261780251605
1.4682981090100111,0.47721215905822684,0.3037517129697762,0.08191199175275937,0.09154845433569125
1.6017797552836486,0.48016969268968585,0.31732232679438466,0.10209427575281993,0.06075309014248126
1.7352614015572858,0.4337183216641644,0.3256363264279404,0.10759745927783487,0.000484535958389154
1.8687430478309233,0.5011141762150549,0.33733484974708133,0.10431953560023877,0.05945979086773484
2.0022246941045605,0.555523662526461,0.35097165054579255,0.11878700648956608,0.08576500549110239
2.135706340378198,0.44172030653888866,0.3563098067806805,0.12287847802777607,-0.037467978269567936
2.2691879866518354,0.5011594413320805,0.36435700870020277,0.12001695701759185,0.01678547561428584
2.402669632925473,0.41853063590974143,0.3672082522375469,0.10878263874474986,-0.05746025507255531
2.53615127919911,0.45705642537086155,0.37170066089421266,0.1009883347568234,-0.015632570280174507
2.6696329254727473,0.4237012970672984,0.3741768816643596,0.09708111047283852,-0.04755669506989968
2.803114571746385,0.5179640864367119,0.3807126636994665,0.09295245846939687,0.04429896426784852
2.9365962180200222,0.45212820452933145,0.3838176872138085,0.07507665524117924,-0.006766137925656279
3.0700778642936597,0.5389675170255142,0.39028226345596284,0.08250453763997134,0.06618071592957997
3.203559510567297,0.525208119135617,0.395679297683149,0.08054302881329045,0.04898579263917757
3.337041156840934,0.4964877190703531,0.39955654465958,0.08780250800266104,0.009128666408112052
3.4705228031145716,0.3475900614823133,0.397631860097459,0.07408914058070382,-0.1241309391958495
3.604004449388209,0.45636521185862283,0.3997294798032148,0.07665779441656567,-0.020022062361157666
3.7374860956618465,0.47527658724071137,0.40233455247347333,0.06795450757545002,0.0049875271917880215
3.870967741935484,0.47410252320216645,0.40472681816442974,0.06870143026632719,0.0006742747714095221
4.004449388209121,0.3644355825945868,0.41232899661726674,0.03616611832335764,-0.08405953234603758
4.137931034482759,0.4165388737377773,0.4199075595876057,0.013063377439041568,-0.01643206328886998
4.271412680756396,0.37566255719130487,0.4261219015479149,-0.010411701932560247,-0.04004764242404979
4.404894327030033,0.3753989672313166,0.43243871764193925,-0.012755817205298392,-0.044283933205324255
4.538375973303671,0.4776865315089087,0.4402050811539074,-0.01747627791008277,0.054957728265084105
4.671857619577308,0.35637717909664923,0.44395434019322894,-0.03821116668427038,-0.04936599441230932
4.805339265850946,0.39449450099177263,0.44587088890781573,-0.05150029000034201,0.00012390208429891025
4.938820912124583,0.4420520041846607,0.44586695642316304,-0.040408297288535844,0.03659334505003348
5.07230255839822,0.34752639683615216,0.44549137762736174,-0.049891643764395255,-0.04807333702681432
5.205784204671858,0.3704672218483379,0.44531652128473287,-0.05045897818504752,-0.024390321251347435
5.339265850945495,0.3795360201764715,0.4424723994583914,-0.047023848795112455,-0.015912530486807464
5.472747497219133,0.3736010401291523,0.43901869549408895,-0.058439500742203776,-0.0069781546227328795
5.60622914349277,0.2942555391447878,0.4328215570425924,-0.061116882283830276,-0.07744913561397432
5.739710789766407,0.3713993701147254,0.43074425865761107,-0.06233888830985568,0.0029939997669700125
5.8731924360400445,0.44846587061699633,0.42898931513767574,-0.059667678156729576,0.07914423363605017
6.0066740823136815,0.275171564051302,0.4196442451885038,-0.060659012891107644,-0.08381366824609415
6.140155728587319,0.42149019606114724,0.4189699081725791,-0.05269567955906729,0.055215967447635406
6.273637374860956,0.37976543932139584,0.41492344143888965,-0.04861643866181725,0.013458436544323438
6.407119021134594,0.33741347964823815,0.4122195362301728,-0.051082184950373866,-0.02372387163156081
6.540600667408231,0.49970135075719446,0.41364103374305056,-0.023154280804336402,0.10921459781848031
6.674082313681868,0.4295088300433375,0.4138346181755852,-0.015046513818497809,0.030720725686250117
6.807563959955506,0.3160712191133483,0.40710485593147305,-0.027230273217764,-0.06380336360036076
6.941045606229143,0.3967432826632135,0.4052586918692692,-0.008016720782429931,-0.0004986884236257705
7.074527252502781,0.4309326254364536,0.4016575288163005,-0.0030666392472746273,0.03234173586742772
7.208008898776418,0.38870479520543866,0.39710741801862787,0.0027605223909756282,-0.011163145204164837
7.341490545050055,0.4441772141300977,0.39536373452061935,0.019756167957821202,0.029057311651657147
7.474972191323693,0.4016871238044899,0.3971669699313586,0.003950900125267054,0.0005692537478642623
7.60845383759733,0.44733578531191887,0.39686598904646847,0.0067985889056687565,0.04367120735978164
7.741935483870968,0.49423569979935134,0.3974979594650898,0.031618687156476366,0.06511905317778516
7.875417130144605,0.36687557560951845,0.39392372787866825,0.03092610344951291,-0.057974255718662715
8.008898776418242,0.41784487749388205,0.39570403770864465,0.027276115342026397,-0.0051352755567889985
8.142380422691879,0.37475031425092875,0.3943110857257498,0.026675570045705477,-0.046236341520526525
8.275862068965518,0.4056485215827927,0.3953106178721327,0.02017193896399333,-0.009834035253333318
8.409343715239155,0.32075770186018104,0.39348924235976146,0.010431968484320375,-0.08316350898390079
8.542825361512792,0.3496860648167292,0.3892225601366889,0.0007486906366516166,-0.04028518595661129
8.676307007786429,0.36359313271517957,0.3894630919239732,-0.018155065019800076,-0.007714894188993571
8.809788654060066,0.41868969476524065,0.3902695983830888,-0.011559554456669618,0.03997965083882149
8.943270300333705,0.42139111699765835,0.38958090214352203,-0.010364252573706267,0.04217446742784259
9.076751946607342,0.2597560540184536,0.38665522404959873,-0.02386632594156507,-0.10303284408958008
9.210233592880979,0.27663995464047564,0.38352764847600335,-0.039168545645443587,-0.06771914819008412
9.343715239154616,0.3470521905238709,0.38244485415425,-0.03432939580030597,-0.0010632678300731557
9.477196885428253,0.17151070142863314,0.3757085095308994,-0.053046674518112014,-0.15115113358415425
